location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,market_name,lat,lon,commodity_category,commodity_name,unit,price_flag,price_type,currency_code,price,reference_period_start,reference_period_end
ZMB,False,True,Muchiga,Chinsali,ZM106,Muchinga,ZM106002,Chinsali,2,Chinsali,-10.55,32.0666667,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,9.09,2013-03-15,2013-04-14
ZMB,False,True,Muchiga,Chinsali,ZM106,Muchinga,ZM106002,Chinsali,2,Chinsali,-10.55,32.0666667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,ZMW,11.76,2013-03-15,2013-04-14
ZMB,False,True,Muchiga,Isoka,ZM106,Muchinga,ZM106003,Isoka,2,Isoka,-10.133333,32.633333,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,1.78,2013-03-15,2013-04-14
ZMB,False,True,Muchiga,Isoka,ZM106,Muchinga,ZM106003,Isoka,2,Isoka,-10.133333,32.633333,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,2.6,2013-03-15,2013-04-14
ZMB,False,True,Muchiga,Isoka,ZM106,Muchinga,ZM106003,Isoka,2,Isoka,-10.133333,32.633333,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,12.0,2013-03-15,2013-04-14
ZMB,False,True,Muchiga,Isoka,ZM106,Muchinga,ZM106003,Isoka,2,Isoka,-10.133333,32.633333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,ZMW,8.0,2013-03-15,2013-04-14
ZMB,False,True,Muchiga,Mpika,ZM106,Muchinga,ZM106005,Mpika,2,Mpika,-11.8356286,31.4541895,cereals and tubers,Cassava meal,KG,actual,Retail,ZMW,3.12,2013-03-15,2013-04-14
ZMB,False,True,Muchiga,Mpika,ZM106,Muchinga,ZM106005,Mpika,2,Mpika,-11.8356286,31.4541895,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,1.67,2013-03-15,2013-04-14
ZMB,False,True,Muchiga,Mpika,ZM106,Muchinga,ZM106005,Mpika,2,Mpika,-11.8356286,31.4541895,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,2.28,2013-03-15,2013-04-14
ZMB,False,True,Muchiga,Mpika,ZM106,Muchinga,ZM106005,Mpika,2,Mpika,-11.8356286,31.4541895,cereals and tubers,"Maize meal (white, roller)",KG,actual,Retail,ZMW,1.8,2013-03-15,2013-04-14
ZMB,False,True,Muchiga,Mpika,ZM106,Muchinga,ZM106005,Mpika,2,Mpika,-11.8356286,31.4541895,cereals and tubers,Millet,KG,actual,Retail,ZMW,2.4,2013-03-15,2013-04-14
ZMB,False,True,Muchiga,Mpika,ZM106,Muchinga,ZM106005,Mpika,2,Mpika,-11.8356286,31.4541895,cereals and tubers,Rice (local),KG,actual,Retail,ZMW,7.5,2013-03-15,2013-04-14
ZMB,False,True,Muchiga,Mpika,ZM106,Muchinga,ZM106005,Mpika,2,Mpika,-11.8356286,31.4541895,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,9.62,2013-03-15,2013-04-14
ZMB,False,True,Muchiga,Nakonde,ZM106,Muchinga,ZM106006,Nakonde,2,Nakonde,-9.3333333,32.7666667,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,2.0,2013-03-15,2013-04-14
ZMB,False,True,Muchiga,Nakonde,ZM106,Muchinga,ZM106006,Nakonde,2,Nakonde,-9.3333333,32.7666667,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,2.6,2013-03-15,2013-04-14
ZMB,False,True,Muchiga,Nakonde,ZM106,Muchinga,ZM106006,Nakonde,2,Nakonde,-9.3333333,32.7666667,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,13.56,2013-03-15,2013-04-14
ZMB,False,True,Muchiga,Nakonde,ZM106,Muchinga,ZM106006,Nakonde,2,Nakonde,-9.3333333,32.7666667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,ZMW,12.5,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Chavuma,ZM108,North-Western,ZM108001,Chavuma,2,Chavuma Main,-13.0820257,22.6889423,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,2.0,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Chavuma,ZM108,North-Western,ZM108001,Chavuma,2,Chavuma Main,-13.0820257,22.6889423,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,3.3,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Chavuma,ZM108,North-Western,ZM108001,Chavuma,2,Chavuma Main,-13.0820257,22.6889423,cereals and tubers,"Maize meal (white, roller)",KG,actual,Retail,ZMW,2.9,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Chavuma,ZM108,North-Western,ZM108001,Chavuma,2,Chavuma Main,-13.0820257,22.6889423,cereals and tubers,Rice (local),KG,actual,Retail,ZMW,9.5,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Chavuma,ZM108,North-Western,ZM108001,Chavuma,2,Chavuma Main,-13.0820257,22.6889423,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,10.87,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Chavuma,ZM108,North-Western,ZM108001,Chavuma,2,Chavuma Main,-13.0820257,22.6889423,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,ZMW,17.39,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Kabompo,ZM108,North-Western,ZM108003,Kabompo,2,Kabompo Musamba,-13.5947401,24.200023,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,1.67,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Kabompo,ZM108,North-Western,ZM108003,Kabompo,2,Kabompo Musamba,-13.5947401,24.200023,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,3.07,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Kabompo,ZM108,North-Western,ZM108003,Kabompo,2,Kabompo Musamba,-13.5947401,24.200023,cereals and tubers,Rice (local),KG,actual,Retail,ZMW,8.0,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Kabompo,ZM108,North-Western,ZM108003,Kabompo,2,Kabompo Musamba,-13.5947401,24.200023,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,10.0,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Kabompo,ZM108,North-Western,ZM108003,Kabompo,2,Kabompo Musamba,-13.5947401,24.200023,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,ZMW,10.0,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Kasempa,ZM108,North-Western,ZM108004,Kasempa,2,Kasempa Main,-13.45,25.833333,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,2.0,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Kasempa,ZM108,North-Western,ZM108004,Kasempa,2,Kasempa Main,-13.45,25.833333,cereals and tubers,Rice (local),KG,actual,Retail,ZMW,9.62,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Kasempa,ZM108,North-Western,ZM108004,Kasempa,2,Kasempa Main,-13.45,25.833333,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,8.33,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Kasempa,ZM108,North-Western,ZM108004,Kasempa,2,Kasempa Main,-13.45,25.833333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,ZMW,12.5,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Mufumbwe,ZM108,North-Western,ZM108006,Mufumbwe,2,Mufumbwe,-13.1380548,25.0038631,cereals and tubers,Cassava meal,KG,actual,Retail,ZMW,2.27,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Mufumbwe,ZM108,North-Western,ZM108006,Mufumbwe,2,Mufumbwe,-13.1380548,25.0038631,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,1.56,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Mufumbwe,ZM108,North-Western,ZM108006,Mufumbwe,2,Mufumbwe,-13.1380548,25.0038631,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,2.4,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Mufumbwe,ZM108,North-Western,ZM108006,Mufumbwe,2,Mufumbwe,-13.1380548,25.0038631,cereals and tubers,"Maize meal (white, roller)",KG,actual,Retail,ZMW,2.0,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Mufumbwe,ZM108,North-Western,ZM108006,Mufumbwe,2,Mufumbwe,-13.1380548,25.0038631,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,7.14,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Mufumbwe,ZM108,North-Western,ZM108006,Mufumbwe,2,Mufumbwe,-13.1380548,25.0038631,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,ZMW,12.0,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Mwinilunga,ZM108,North-Western,ZM108007,Mwinilunga,2,Mwinilunga,-11.85,24.366667,cereals and tubers,Cassava meal,KG,actual,Retail,ZMW,3.0,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Mwinilunga,ZM108,North-Western,ZM108007,Mwinilunga,2,Mwinilunga,-11.85,24.366667,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,2.22,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Mwinilunga,ZM108,North-Western,ZM108007,Mwinilunga,2,Mwinilunga,-11.85,24.366667,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,2.8,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Mwinilunga,ZM108,North-Western,ZM108007,Mwinilunga,2,Mwinilunga,-11.85,24.366667,cereals and tubers,Rice (local),KG,actual,Retail,ZMW,7.54,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Mwinilunga,ZM108,North-Western,ZM108007,Mwinilunga,2,Mwinilunga,-11.85,24.366667,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,9.0,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Mwinilunga,ZM108,North-Western,ZM108007,Mwinilunga,2,Mwinilunga,-11.85,24.366667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,ZMW,6.6,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Solwezi,ZM108,North-Western,ZM108008,Solwezi,2,Solwezi,-12.183333,26.4,cereals and tubers,Cassava meal,KG,actual,Retail,ZMW,2.0,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Solwezi,ZM108,North-Western,ZM108008,Solwezi,2,Solwezi,-12.183333,26.4,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,1.67,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Solwezi,ZM108,North-Western,ZM108008,Solwezi,2,Solwezi,-12.183333,26.4,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,2.44,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Solwezi,ZM108,North-Western,ZM108008,Solwezi,2,Solwezi,-12.183333,26.4,cereals and tubers,"Maize meal (white, roller)",KG,actual,Retail,ZMW,1.79,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Solwezi,ZM108,North-Western,ZM108008,Solwezi,2,Solwezi,-12.183333,26.4,cereals and tubers,Millet,KG,actual,Retail,ZMW,7.2,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Solwezi,ZM108,North-Western,ZM108008,Solwezi,2,Solwezi,-12.183333,26.4,cereals and tubers,Rice (local),KG,actual,Retail,ZMW,9.43,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Solwezi,ZM108,North-Western,ZM108008,Solwezi,2,Solwezi,-12.183333,26.4,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,9.11,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Solwezi,ZM108,North-Western,ZM108008,Solwezi,2,Solwezi,-12.183333,26.4,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,ZMW,17.81,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Zambezi,ZM108,North-Western,ZM108009,Zambezi,2,Zambezi,-13.5428085,23.1134628,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,1.67,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Zambezi,ZM108,North-Western,ZM108009,Zambezi,2,Zambezi,-13.5428085,23.1134628,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,3.15,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Zambezi,ZM108,North-Western,ZM108009,Zambezi,2,Zambezi,-13.5428085,23.1134628,cereals and tubers,Rice (local),KG,actual,Retail,ZMW,8.33,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Zambezi,ZM108,North-Western,ZM108009,Zambezi,2,Zambezi,-13.5428085,23.1134628,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,11.11,2013-03-15,2013-04-14
ZMB,False,True,North-Western,Zambezi,ZM108,North-Western,ZM108009,Zambezi,2,Zambezi,-13.5428085,23.1134628,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,ZMW,2.17,2013-03-15,2013-04-14
ZMB,False,True,Northern,Chilubi,ZM107,Northern,ZM107001,Chilubi,2,Chilubi,-11.1534499999999,29.9036099999999,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,1.78,2013-03-15,2013-04-14
ZMB,False,True,Northern,Chilubi,ZM107,Northern,ZM107001,Chilubi,2,Chilubi,-11.1534499999999,29.9036099999999,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,2.6,2013-03-15,2013-04-14
ZMB,False,True,Northern,Chilubi,ZM107,Northern,ZM107001,Chilubi,2,Chilubi,-11.1534499999999,29.9036099999999,cereals and tubers,"Maize meal (white, roller)",KG,actual,Retail,ZMW,2.0,2013-03-15,2013-04-14
ZMB,False,True,Northern,Chilubi,ZM107,Northern,ZM107001,Chilubi,2,Chilubi,-11.1534499999999,29.9036099999999,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,10.53,2013-03-15,2013-04-14
ZMB,False,True,Northern,Kaputa,ZM107,Northern,ZM107002,Kaputa,2,Kaputa,-8.4666667,29.6666667,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,2.0,2013-03-15,2013-04-14
ZMB,False,True,Northern,Kaputa,ZM107,Northern,ZM107002,Kaputa,2,Kaputa,-8.4666667,29.6666667,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,2.73,2013-03-15,2013-04-14
ZMB,False,True,Northern,Kaputa,ZM107,Northern,ZM107002,Kaputa,2,Kaputa,-8.4666667,29.6666667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,ZMW,11.76,2013-03-15,2013-04-14
ZMB,False,True,Northern,Kasama,ZM107,Northern,ZM107003,Kasama,2,Kasama,-10.2,31.2,cereals and tubers,Cassava meal,KG,actual,Retail,ZMW,2.67,2013-03-15,2013-04-14
ZMB,False,True,Northern,Kasama,ZM107,Northern,ZM107003,Kasama,2,Kasama,-10.2,31.2,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,2.08,2013-03-15,2013-04-14
ZMB,False,True,Northern,Kasama,ZM107,Northern,ZM107003,Kasama,2,Kasama,-10.2,31.2,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,2.23,2013-03-15,2013-04-14
ZMB,False,True,Northern,Kasama,ZM107,Northern,ZM107003,Kasama,2,Kasama,-10.2,31.2,cereals and tubers,"Maize meal (white, roller)",KG,actual,Retail,ZMW,2.2,2013-03-15,2013-04-14
ZMB,False,True,Northern,Kasama,ZM107,Northern,ZM107003,Kasama,2,Kasama,-10.2,31.2,cereals and tubers,Millet,KG,actual,Retail,ZMW,2.8,2013-03-15,2013-04-14
ZMB,False,True,Northern,Kasama,ZM107,Northern,ZM107003,Kasama,2,Kasama,-10.2,31.2,cereals and tubers,Rice (local),KG,actual,Retail,ZMW,6.98,2013-03-15,2013-04-14
ZMB,False,True,Northern,Kasama,ZM107,Northern,ZM107003,Kasama,2,Kasama,-10.2,31.2,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,7.3,2013-03-15,2013-04-14
ZMB,False,True,Northern,Kasama,ZM107,Northern,ZM107003,Kasama,2,Kasama,-10.2,31.2,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,ZMW,12.6,2013-03-15,2013-04-14
ZMB,False,True,Northern,Luwingu,ZM107,Northern,ZM107004,Luwingu,2,Luwingu,-10.266667,29.9,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,1.78,2013-03-15,2013-04-14
ZMB,False,True,Northern,Luwingu,ZM107,Northern,ZM107004,Luwingu,2,Luwingu,-10.266667,29.9,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,2.4,2013-03-15,2013-04-14
ZMB,False,True,Northern,Luwingu,ZM107,Northern,ZM107004,Luwingu,2,Luwingu,-10.266667,29.9,cereals and tubers,"Maize meal (white, roller)",KG,actual,Retail,ZMW,2.0,2013-03-15,2013-04-14
ZMB,False,True,Northern,Luwingu,ZM107,Northern,ZM107004,Luwingu,2,Luwingu,-10.266667,29.9,cereals and tubers,Millet,KG,actual,Retail,ZMW,2.0,2013-03-15,2013-04-14
ZMB,False,True,Northern,Luwingu,ZM107,Northern,ZM107004,Luwingu,2,Luwingu,-10.266667,29.9,cereals and tubers,Rice (local),KG,actual,Retail,ZMW,8.02,2013-03-15,2013-04-14
ZMB,False,True,Northern,Luwingu,ZM107,Northern,ZM107004,Luwingu,2,Luwingu,-10.266667,29.9,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,4.72,2013-03-15,2013-04-14
ZMB,False,True,Northern,Luwingu,ZM107,Northern,ZM107004,Luwingu,2,Luwingu,-10.266667,29.9,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,ZMW,14.29,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mbala,ZM107,Northern,ZM107005,Mbala,2,Mbala,-8.833333,31.383333,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,2.22,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mbala,ZM107,Northern,ZM107005,Mbala,2,Mbala,-8.833333,31.383333,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,2.0,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mbala,ZM107,Northern,ZM107005,Mbala,2,Mbala,-8.833333,31.383333,cereals and tubers,"Maize meal (white, roller)",KG,actual,Retail,ZMW,1.68,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mbala,ZM107,Northern,ZM107005,Mbala,2,Mbala,-8.833333,31.383333,cereals and tubers,Rice (local),KG,actual,Retail,ZMW,10.0,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mbala,ZM107,Northern,ZM107005,Mbala,2,Mbala,-8.833333,31.383333,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,9.62,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mbala,ZM107,Northern,ZM107005,Mbala,2,Mbala,-8.833333,31.383333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,ZMW,16.67,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mporokoso,ZM107,Northern,ZM107006,Mporokoso,2,Mporokoso,-9.3833333,30.1333333,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,1.78,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mporokoso,ZM107,Northern,ZM107006,Mporokoso,2,Mporokoso,-9.3833333,30.1333333,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,2.6,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mporokoso,ZM107,Northern,ZM107006,Mporokoso,2,Mporokoso,-9.3833333,30.1333333,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,5.71,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mporokoso,ZM107,Northern,ZM107006,Mporokoso,2,Mporokoso,-9.3833333,30.1333333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,ZMW,15.38,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mpulungu,ZM107,Northern,ZM107007,Mpulungu,2,Mpulungu,-8.7666667,31.1333333,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,2.22,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mpulungu,ZM107,Northern,ZM107007,Mpulungu,2,Mpulungu,-8.7666667,31.1333333,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,2.04,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mpulungu,ZM107,Northern,ZM107007,Mpulungu,2,Mpulungu,-8.7666667,31.1333333,cereals and tubers,"Maize meal (white, roller)",KG,actual,Retail,ZMW,1.68,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mpulungu,ZM107,Northern,ZM107007,Mpulungu,2,Mpulungu,-8.7666667,31.1333333,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,8.93,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mpulungu,ZM107,Northern,ZM107007,Mpulungu,2,Mpulungu,-8.7666667,31.1333333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,ZMW,20.0,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mungwi,ZM107,Northern,ZM107008,Mungwi,2,Mungwi,-10.1666667,31.3833333,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,2.0,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mungwi,ZM107,Northern,ZM107008,Mungwi,2,Mungwi,-10.1666667,31.3833333,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,2.2,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mungwi,ZM107,Northern,ZM107008,Mungwi,2,Mungwi,-10.1666667,31.3833333,cereals and tubers,Millet,KG,actual,Retail,ZMW,1.8,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mungwi,ZM107,Northern,ZM107008,Mungwi,2,Mungwi,-10.1666667,31.3833333,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,8.89,2013-03-15,2013-04-14
ZMB,False,True,Northern,Mungwi,ZM107,Northern,ZM107008,Mungwi,2,Mungwi,-10.1666667,31.3833333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,ZMW,11.43,2013-03-15,2013-04-14
ZMB,False,True,Southern,Choma,ZM109,Southern,ZM109002,Choma,2,Choma,-16.816667,26.983333,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,1.11,2013-03-15,2013-04-14
ZMB,False,True,Southern,Choma,ZM109,Southern,ZM109002,Choma,2,Choma,-16.816667,26.983333,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,2.0,2013-03-15,2013-04-14
ZMB,False,True,Southern,Choma,ZM109,Southern,ZM109002,Choma,2,Choma,-16.816667,26.983333,cereals and tubers,"Maize meal (white, roller)",KG,actual,Retail,ZMW,1.83,2013-03-15,2013-04-14
ZMB,False,True,Southern,Choma,ZM109,Southern,ZM109002,Choma,2,Choma,-16.816667,26.983333,cereals and tubers,Rice (local),KG,actual,Retail,ZMW,8.43,2013-03-15,2013-04-14
ZMB,False,True,Southern,Choma,ZM109,Southern,ZM109002,Choma,2,Choma,-16.816667,26.983333,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,16.13,2013-03-15,2013-04-14
ZMB,False,True,Southern,Gwembe,ZM109,Southern,ZM109003,Gwembe,2,Gwembe,-16.4973691,27.6022321,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,1.33,2013-03-15,2013-04-14
ZMB,False,True,Southern,Gwembe,ZM109,Southern,ZM109003,Gwembe,2,Gwembe,-16.4973691,27.6022321,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,2.2,2013-03-15,2013-04-14
ZMB,False,True,Southern,Gwembe,ZM109,Southern,ZM109003,Gwembe,2,Gwembe,-16.4973691,27.6022321,cereals and tubers,"Maize meal (white, roller)",KG,actual,Retail,ZMW,2.0,2013-03-15,2013-04-14
ZMB,False,True,Southern,Gwembe,ZM109,Southern,ZM109003,Gwembe,2,Gwembe,-16.4973691,27.6022321,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,19.23,2013-03-15,2013-04-14
ZMB,False,True,Southern,Gwembe,ZM109,Southern,ZM109003,Gwembe,2,Gwembe,-16.4973691,27.6022321,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,ZMW,19.23,2013-03-15,2013-04-14
ZMB,False,True,Southern,Kalomo,ZM109,Southern,ZM109004,Kalomo,2,Kalomo,-17.05,26.5,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,1.11,2013-03-15,2013-04-14
ZMB,False,True,Southern,Kalomo,ZM109,Southern,ZM109004,Kalomo,2,Kalomo,-17.05,26.5,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,2.0,2013-03-15,2013-04-14
ZMB,False,True,Southern,Kalomo,ZM109,Southern,ZM109004,Kalomo,2,Kalomo,-17.05,26.5,cereals and tubers,"Maize meal (white, roller)",KG,actual,Retail,ZMW,1.58,2013-03-15,2013-04-14
ZMB,False,True,Southern,Kalomo,ZM109,Southern,ZM109004,Kalomo,2,Kalomo,-17.05,26.5,cereals and tubers,Rice (local),KG,actual,Retail,ZMW,8.25,2013-03-15,2013-04-14
ZMB,False,True,Southern,Kalomo,ZM109,Southern,ZM109004,Kalomo,2,Kalomo,-17.05,26.5,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,16.13,2013-03-15,2013-04-14
ZMB,False,True,Southern,Kazungula,ZM109,Southern,ZM109005,Kazungula,2,Kazungula,-17.795068,25.2743889999999,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,2.08,2013-03-15,2013-04-14
ZMB,False,True,Southern,Kazungula,ZM109,Southern,ZM109005,Kazungula,2,Kazungula,-17.795068,25.2743889999999,pulses and nuts,Beans (dry),KG,actual,Retail,ZMW,17.5,2013-03-15,2013-04-14
ZMB,False,True,Southern,Kazungula,ZM109,Southern,ZM109005,Kazungula,2,Kazungula,-17.795068,25.2743889999999,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,ZMW,18.75,2013-03-15,2013-04-14
ZMB,False,True,Southern,Livingstone,ZM109,Southern,ZM109006,Livingstone,2,Livingstone,-17.85,25.866667,cereals and tubers,Cassava meal,KG,actual,Retail,ZMW,3.0,2013-03-15,2013-04-14
ZMB,False,True,Southern,Livingstone,ZM109,Southern,ZM109006,Livingstone,2,Livingstone,-17.85,25.866667,cereals and tubers,Maize (white),KG,actual,Retail,ZMW,1.2,2013-03-15,2013-04-14
ZMB,False,True,Southern,Livingstone,ZM109,Southern,ZM109006,Livingstone,2,Livingstone,-17.85,25.866667,cereals and tubers,"Maize meal (white, breakfast)",KG,actual,Retail,ZMW,2.04,2013-03-15,2013-04-14
ZMB,False,True,Southern,Livingstone,ZM109,Southern,ZM109006,Livingstone,2,Livingstone,-17.85,25.866667,cereals and tubers,"Maize meal (white, roller)",KG,actual,Retail,ZMW,1.59,2013-03-15,2013-04-14
ZMB,False,True,Southern,Livingstone,ZM109,Southern,ZM109006,Livingstone,2,Livingstone,-17.85,25.866667,cereals and tubers,Millet,KG,actual,Retail,ZMW,6.0,2013-03-15,2013-04-14
ZMB,False,True,Southern,Livingstone,ZM109,Southern,ZM109006,Livingstone,2,Livingstone,-17.85,25.866667,cereals and tubers,Rice (local),KG,actual,Retail,ZMW,8.26,2013-03-15,2013-04-14
ZMB,False,True,Southern,Livingstone,ZM109,Southern,ZM109006,Livingstone,2,Livingstone,-17.85,25.866667,cereals and tubers,Sorghum,KG,actual,Retail,ZMW,4.0,2013-03-15,2013-04-14
